-0.459586015,0.696304833,1
-0.671292687,0.265254634,1
-0.529235883,-0.126945344,1
0.625110301,0.510550863,1
1.198370551,-0.656281019,1
-0.80929155,-1.042630176,1
0.750910238,-0.271227276,1
-0.111475272,-0.015071959,1
-0.192319672,-3.260958947,1
-1.726076589,1.04664671,1
-0.159669036,-0.803471145,1
-0.77060952,-1.181502349,1
-0.074277169,0.293622063,1
1.463724693,-2.785916117,1
2.169780143,0.029159009,1
-0.591264997,1.062713553,1
-0.581014777,-1.007569282,1
-1.32580584,-0.000870382,1
-2.075901376,0.508916035,1
1.049844054,0.52427278,1
-0.972895163,-1.113367758,1
0.22798013,-0.636207532,1
0.765438351,-0.661903037,1
1.234217579,-1.030143639,1
0.603765953,0.736158318,1
0.914353321,-0.595946389,1
-1.332210838,1.028775519,1
-0.891039283,-1.789377714,1
0.115991912,2.097231245,1
0.009269871,0.844250076,1
1.105908763,-0.0519438,1
1.027061581,-1.186630143,1
1.670132564,0.402908214,1
0.653221292,-0.26859518,1
-0.859797573,-2.20588559,1
0.826374625,0.303237456,1
0.371467721,-0.972739245,1
-1.530381807,1.78933199,1
-0.717344504,-0.9629011,1
1.059446326,0.184876107,1
0.845856548,-1.207487242,1
-2.667931212,-0.624018593,1
-0.372765749,0.667727022,1
0.164781365,-0.454931421,1
0.204510072,0.546974847,1
-2.028856722,0.308096082,1
-1.621577872,-0.002980341,1
1.251826932,0.654636707,1
-1.196260995,0.439885391,1
0.426008886,0.687370287,1
0.358552633,1.776318442,1
1.527883834,0.307720686,1
-0.457947042,-0.075093684,1
-0.214212368,-0.282658077,1
-0.978436462,-0.740104551,1
1.237856596,0.907573574,1
-1.593205373,0.010534061,1
-0.322040019,0.15995463,1
1.353816781,-2.051121144,1
0.508610171,-1.436207631,1
0.381037167,1.085871064,1
0.269815022,-0.453743806,1
-1.533648315,-0.90934344,1
1.203790405,-0.490773893,1
-0.171657106,-1.318046063,1
0.925642408,1.402155257,1
2.682910494,0.017007851,1
-0.511128986,0.643697034,1
0.434379037,-0.774547394,1
-0.192914181,0.68078433,1
-1.353864736,-0.478107605,1
1.442791129,-0.381283802,1
-1.07625885,1.744631922,1
1.117058139,-0.134623478,1
0.177911668,-1.14415342,1
0.991054892,0.375943882,1
-0.604671778,-0.059741391,1
-0.926379773,-0.237584187,1
1.913115088,0.121862182,1
-1.792358047,1.433254118,1
-0.546225561,-0.596966715,1
0.418727076,0.328267993,1
0.498472209,-1.029288134,1
