0.7061,0.5953,0.7529,0.751312608
0.704992,0.613943877,0.751312608,0.749741933
0.704081519,0.63254004,0.749741933,0.748187981
0.703366104,0.651093903,0.748187981,0.746650771
0.702843382,0.66961081,0.746650771,0.745130333
0.702511056,0.688096035,0.745130333,0.743626714
0.702366906,0.706554787,0.743626714,0.74213997
0.702408785,0.724992206,0.74213997,0.740670171
0.702634619,0.743413375,0.740670171,0.739217399
0.703042407,0.76182331,0.739217399,0.737781747
0.703630216,0.780226973,0.737781747,0.73636332
0.704396183,0.798629266,0.73636332,0.734962236
0.705338514,0.817035039,0.734962236,0.733578623
0.706455479,0.835449085,0.733578623,0.732212621
0.707745415,0.853876149,0.732212621,0.730864381
0.709206723,0.872320924,0.730864381,0.729534065
0.710837865,0.890788057,0.729534065,0.728221846
0.712637367,0.909282149,0.728221846,0.72692791
0.714603814,0.927807755,0.72692791,0.725652451
0.716735854,0.946369389,0.725652451,0.724395674
0.719032189,0.964971522,0.724395674,0.723157798
0.721491583,0.983618588,0.723157798,0.72193905
0.724112853,1.002314982,0.72193905,0.720739668
0.726894874,1.021065061,0.720739668,0.719559903
0.729836576,1.039873151,0.719559903,0.718400014
0.732936942,1.05874354,0.718400014,0.717260273
0.736195008,1.077680489,0.717260273,0.716140961
0.739609862,1.096688226,0.716140961,0.715042374
0.743180646,1.115770949,0.715042374,0.713964813
0.746906549,1.13493283,0.713964813,0.712908596
0.750786812,1.154178016,0.712908596,0.711874048
0.754820724,1.173510626,0.711874048,0.710861507
0.759007623,1.192934758,0.710861507,0.709871323
0.763346894,1.212454488,0.709871323,0.708903856
0.76783797,1.232073868,0.708903856,0.707959479
0.772480329,1.251796934,0.707959479,0.707038576
0.777273495,1.271627702,0.707038576,0.706141542
0.782217037,1.291570169,0.706141542,0.705268786
0.787310569,1.31162832,0.705268786,0.704420728
0.792553746,1.331806122,0.704420728,0.703597801
0.79794627,1.35210753,0.703597801,0.702800449
0.803487882,1.372536485,0.702800449,0.702029131
0.809178368,1.393096917,0.702029131,0.701284317
0.815017554,1.413792748,0.701284317,0.700566492
0.821005306,1.434627888,0.700566492,0.699876152
0.827141532,1.45560624,0.699876152,0.699213808
0.833426179,1.4767317,0.699213808,0.698579984
0.839859234,1.498008158,0.698579984,0.69797522
0.846440723,1.519439499,0.69797522,0.697400068
0.853170711,1.541029605,0.697400068,0.696855096
0.8600493,1.562782354,0.696855096,0.696340886
0.86707663,1.584701623,0.696340886,0.695858035
0.87425288,1.606791286,0.695858035,0.695407155
0.881578264,1.629055219,0.695407155,0.694988876
0.889053034,1.6514973,0.694988876,0.694603841
0.896677477,1.674121405,0.694603841,0.694252711
0.904451916,1.696931418,0.694252711,0.693936163
0.912376711,1.719931222,0.693936163,0.693654892
0.920452256,1.743124707,0.693654892,0.693409609
0.928678981,1.766515769,0.693409609,0.693201042
0.937057348,1.79010831,0.693201042,0.69302994
0.945587858,1.813906238,0.69302994,0.692897068
0.954271042,1.837913472,0.692897068,0.69280321
0.963107466,1.862133936,0.69280321,0.69274917
0.972097731,1.886571567,0.69274917,0.692735771
0.981242469,1.911230312,0.692735771,0.692763856
0.990542348,1.936114129,0.692763856,0.692834289
0.999998065,1.961226989,0.692834289,0.692947954
